id,U[m/s],SigmaU[m/s],Alpha,Hs[m],Tp[s],Density[kg/m3],Yaw[deg],Ch 8 Electrical power [W] Mean,Ch 17 Tower base moment Mx[kNm] SeqM3,Ch 18 Tower base moment My[kNm] SeqM3,Ch 19 Tower base moment Mz[kNm] SeqM3,Ch 23 Tower top moment Mx[kNm] SeqM3,Ch 24 Tower top moment My[kNm] SeqM3,Ch 25 Tower top moment Mz[kNm] SeqM3,Ch 27 Blade1 root moment Mx[kNm] SeqM10,Ch 28 Blade1 root moment My[kNm] SeqM10,Ch 29 Blade1 root moment Mz[kNm] SeqM10,Ch 30 Blade2 root moment Mx[kNm] SeqM10,Ch 31 Blade2 root moment My[kNm] SeqM10,Ch 32 Blade2 root moment Mz[kNm] SeqM10,Ch 33 Blade3 root moment Mx[kNm] SeqM10,Ch 34 Blade3 root moment My[kNm] SeqM10,Ch 35 Blade3 root moment Mz[kNm] SeqM10
898,7.307728132,1.31632655,0.185233226,1.883759159,9.290038746,1.161731005,9.828008652,4.90E+06,1.21E+05,4.98E+04,5.33E+04,5.65E+04,6.37E+03,5.23E+04,2.54E+04,5.63E+04,6.84E+02,2.51E+04,5.61E+04,6.71E+02,2.57E+04,5.63E+04,6.79E+02
899,13.88004028,2.242555673,0.272663937,2.861006313,9.809328146,1.179191828,11.59271431,1.50E+07,2.08E+05,1.04E+05,1.22E+05,1.23E+05,1.62E+04,1.18E+05,6.12E+04,6.12E+04,1.00E+03,4.84E+04,6.11E+04,1.02E+03,4.75E+04,6.09E+04,1.01E+03
900,5.816112712,0.844918559,-0.323835829,2.364515785,11.65017761,1.192324519,13.35741997,2.98E+06,9.53E+04,3.28E+04,3.29E+04,3.47E+04,3.53E+03,3.24E+04,1.99E+04,5.34E+04,5.47E+02,1.94E+04,5.34E+04,5.43E+02,1.96E+04,5.33E+04,5.46E+02
901,11.88827297,1.710759906,0.062457983,3.319195677,12.6679135,1.203505397,-14.77406883,1.49E+07,1.86E+05,7.62E+04,8.43E+04,1.04E+05,1.18E+04,8.15E+04,3.30E+04,5.90E+04,1.19E+03,3.20E+04,5.92E+04,1.19E+03,3.01E+04,5.89E+04,1.18E+03
902,8.749159518,1.550141954,0.07730733,3.528323412,7.757094279,1.213694811,-13.00936317,8.43E+06,1.45E+05,5.28E+04,6.26E+04,6.97E+04,8.41E+03,6.10E+04,2.49E+04,5.68E+04,9.57E+02,2.52E+04,5.65E+04,9.42E+02,2.49E+04,5.66E+04,9.59E+02
903,16.73484509,2.092631913,0.176867126,1.900067052,5.152533102,1.223430991,-11.24465752,1.50E+07,1.94E+05,1.38E+05,9.74E+04,1.14E+05,1.39E+04,9.40E+04,5.56E+04,6.19E+04,8.37E+02,5.70E+04,6.17E+04,8.62E+02,5.69E+04,6.07E+04,8.46E+02
904,5.006385193,1.035265699,0.230219791,1.358198995,6.901373441,1.233107567,-9.479951859,1.79E+06,1.36E+05,3.63E+04,4.32E+04,4.28E+04,4.77E+03,4.27E+04,1.64E+04,5.43E+04,4.87E+02,1.67E+04,5.42E+04,4.86E+02,1.64E+04,5.43E+04,4.86E+02
905,11.03600116,1.869788368,-0.024422488,2.302972828,7.597032523,1.243100762,-7.715245247,1.43E+07,2.03E+05,6.60E+04,9.52E+04,1.03E+05,1.40E+04,9.23E+04,4.09E+04,5.90E+04,1.21E+03,3.94E+04,5.87E+04,1.18E+03,4.07E+04,5.90E+04,1.19E+03
906,8.028063644,1.246769661,0.011877382,2.316088837,8.567968011,1.253882885,-5.950538635,7.00E+06,1.39E+05,4.92E+04,5.32E+04,5.60E+04,7.43E+03,5.21E+04,2.19E+04,5.56E+04,8.42E+02,2.02E+04,5.55E+04,8.36E+02,2.09E+04,5.56E+04,8.38E+02
907,15.1325488,2.162500923,0.143032288,3.342409596,9.000580087,1.266225576,-4.185832977,1.50E+07,2.03E+05,1.34E+05,1.09E+05,1.20E+05,1.57E+04,1.05E+05,5.31E+04,6.21E+04,8.83E+02,5.24E+04,6.28E+04,8.58E+02,5.11E+04,6.20E+04,9.01E+02
908,6.575631681,1.535565821,0.136959461,2.861088717,10.38666719,1.28181839,-2.421127319,3.97E+06,1.83E+05,5.98E+04,5.87E+04,6.70E+04,7.77E+03,5.76E+04,2.22E+04,5.50E+04,6.53E+02,2.29E+04,5.48E+04,6.48E+02,2.24E+04,5.50E+04,6.44E+02
909,12.82274431,1.617194526,0.217845297,4.011037677,10.99545407,1.306771994,-0.656421661,1.50E+07,1.62E+05,7.85E+04,8.50E+04,8.50E+04,1.18E+04,8.22E+04,4.41E+04,6.07E+04,9.24E+02,5.06E+04,6.05E+04,9.16E+02,4.97E+04,6.06E+04,9.26E+02
910,9.482516075,1.474768862,-0.030459781,1.357278306,8.272056148,1.132294416,1.108285904,1.04E+07,1.18E+05,5.67E+04,6.48E+04,7.50E+04,8.40E+03,6.29E+04,2.55E+04,5.68E+04,1.01E+03,2.52E+04,5.70E+04,1.01E+03,2.54E+04,5.69E+04,1.00E+03
911,19.14873127,2.669816591,0.143129132,2.793137676,9.195705457,1.163349152,2.872991562,1.50E+07,2.54E+05,1.97E+05,1.42E+05,1.50E+05,1.97E+04,1.37E+05,5.59E+04,6.60E+04,9.22E+02,5.39E+04,6.52E+04,9.33E+02,5.94E+04,6.64E+04,9.08E+02
912,4.571505663,0.841796892,0.041096076,1.702140819,12.55658421,1.180308819,4.63769722,1.21E+06,9.71E+04,2.84E+04,3.18E+04,3.72E+04,3.52E+03,3.12E+04,1.68E+04,5.41E+04,4.22E+02,1.60E+04,5.40E+04,4.25E+02,1.69E+04,5.40E+04,4.18E+02
913,10.6322745,1.650148635,0.16706469,2.622547734,6.554983959,1.193237185,6.402402878,1.38E+07,1.50E+05,6.36E+04,8.47E+04,8.93E+04,1.25E+04,8.18E+04,4.11E+04,5.99E+04,1.18E+03,3.88E+04,5.97E+04,1.17E+03,3.49E+04,5.97E+04,1.17E+03
914,7.668539712,1.54930783,0.252269366,2.644989689,7.763131928,1.20431602,8.167108536,5.86E+06,1.88E+05,6.60E+04,6.76E+04,6.51E+04,9.32E+03,6.62E+04,3.13E+04,5.69E+04,7.93E+02,3.42E+04,5.69E+04,7.84E+02,3.13E+04,5.64E+04,8.00E+02
915,14.47521822,1.945671299,0.0698538,3.687347348,8.452927529,1.214454293,9.931814194,1.50E+07,1.77E+05,1.22E+05,1.02E+05,1.02E+05,1.45E+04,9.86E+04,3.87E+04,6.07E+04,9.33E+02,3.77E+04,6.03E+04,9.56E+02,3.88E+04,6.02E+04,9.52E+02
916,6.200487593,1.237142135,0.002295396,3.57346729,10.03278355,1.224172831,11.69651985,3.21E+06,1.03E+05,4.15E+04,4.15E+04,4.08E+04,4.98E+03,4.09E+04,1.61E+04,5.38E+04,6.19E+02,1.61E+04,5.38E+04,6.21E+02,1.59E+04,5.40E+04,6.14E+02
917,12.34316806,2.228349338,0.13956074,1.708111434,6.748730962,1.233859897,13.46122551,1.49E+07,2.01E+05,1.18E+05,1.18E+05,1.14E+05,1.68E+04,1.14E+05,5.15E+04,6.15E+04,1.21E+03,4.86E+04,6.15E+04,1.19E+03,5.18E+04,6.17E+04,1.18E+03
918,9.113583721,1.130897058,0.174206275,1.863100992,8.076659173,1.243894815,-14.67026234,8.99E+06,1.14E+05,4.01E+04,5.25E+04,6.01E+04,6.73E+03,5.06E+04,2.50E+04,5.61E+04,9.29E+02,2.48E+04,5.61E+04,9.20E+02,2.39E+04,5.58E+04,9.25E+02
919,17.78009587,2.319188909,0.248915542,3.072026837,8.540479309,1.254763603,-12.90555668,1.50E+07,2.32E+05,1.39E+05,1.10E+05,1.33E+05,1.52E+04,1.07E+05,6.86E+04,6.35E+04,8.45E+02,6.87E+04,6.35E+04,8.63E+02,7.23E+04,6.31E+04,9.23E+02
920,5.419418862,1.181856694,-0.114239932,2.141638943,10.21625037,1.267276525,-11.14085007,2.33E+06,1.20E+05,3.70E+04,4.22E+04,4.75E+04,4.92E+03,4.15E+04,2.21E+04,5.37E+04,5.44E+02,2.22E+04,5.36E+04,5.39E+02,2.18E+04,5.36E+04,5.44E+02
921,11.45371196,1.520018452,0.097949432,3.069950295,10.7106179,1.283256173,-9.376144409,1.49E+07,1.73E+05,7.00E+04,7.97E+04,9.53E+04,1.15E+04,7.82E+04,3.34E+04,5.86E+04,1.17E+03,3.39E+04,5.83E+04,1.17E+03,2.81E+04,5.84E+04,1.16E+03
922,8.387792722,1.382673974,0.120645404,3.16358702,12.227406,1.309737444,-7.611439228,7.81E+06,1.23E+05,5.24E+04,6.39E+04,7.10E+04,8.50E+03,6.26E+04,2.54E+04,5.60E+04,9.10E+02,2.43E+04,5.60E+04,9.24E+02,2.42E+04,5.61E+04,9.11E+02
923,15.87388537,2.359460282,0.20215217,4.603535716,13.55414579,1.136146784,-5.846733093,1.50E+07,2.04E+05,1.30E+05,1.05E+05,1.19E+05,1.47E+04,1.01E+05,5.73E+04,6.17E+04,9.04E+02,5.21E+04,6.17E+04,9.02E+02,5.28E+04,6.12E+04,8.77E+02
924,6.944022575,1.119143008,0.356671298,1.292496036,5.373995419,1.16490519,-4.082027435,4.37E+06,1.18E+05,4.11E+04,4.11E+04,4.88E+04,4.53E+03,4.04E+04,2.37E+04,5.52E+04,6.25E+02,2.36E+04,5.52E+04,6.16E+02,2.34E+04,5.52E+04,6.25E+02
925,13.33258082,1.959996805,-0.014852551,2.331850409,6.481632893,1.181403875,-2.317321777,1.50E+07,1.75E+05,1.11E+05,9.90E+04,1.02E+05,1.43E+04,9.55E+04,4.20E+04,5.96E+04,9.91E+02,3.60E+04,5.94E+04,9.97E+02,3.62E+04,5.97E+04,9.85E+02
926,9.857479821,1.837510207,0.03486397,2.322767993,7.511117092,1.194139481,-0.552615166,1.20E+07,1.84E+05,7.31E+04,8.94E+04,9.95E+04,1.33E+04,8.66E+04,3.50E+04,5.71E+04,1.13E+03,3.42E+04,5.69E+04,1.15E+03,3.56E+04,5.72E+04,1.15E+03
927,21.25498433,2.46650966,0.171423623,3.777192276,7.916989991,1.20512116,1.212091446,1.50E+07,2.16E+05,1.77E+05,1.20E+05,1.34E+05,1.73E+04,1.15E+05,5.85E+04,6.36E+04,8.73E+02,6.08E+04,6.38E+04,9.07E+02,6.15E+04,6.29E+04,8.96E+02
928,4.34351101,0.918093506,0.111284309,2.417069874,9.485943287,1.215211391,2.976797104,1.01E+06,1.11E+05,3.05E+04,3.43E+04,3.76E+04,4.17E+03,3.37E+04,1.39E+04,5.37E+04,4.18E+02,1.40E+04,5.38E+04,4.21E+02,1.51E+04,5.39E+04,4.19E+02
929,10.43488926,1.735984958,0.205920066,3.42839288,10.00348859,1.224914432,4.741502762,1.33E+07,1.76E+05,7.01E+04,9.29E+04,9.45E+04,1.29E+04,9.00E+04,3.85E+04,6.03E+04,1.17E+03,3.83E+04,6.01E+04,1.17E+03,3.91E+04,6.02E+04,1.16E+03
930,7.48839206,1.131821649,-0.118989113,4.303002432,11.85285413,1.234614253,6.506210327,6.25E+06,1.10E+05,4.09E+04,4.67E+04,4.84E+04,6.15E+03,4.58E+04,2.27E+04,5.48E+04,7.59E+02,2.32E+04,5.46E+04,7.53E+02,2.46E+04,5.48E+04,7.66E+02
931,14.17089031,2.011728197,0.099801149,1.109715398,5.909462059,1.244693756,8.270915985,1.50E+07,1.87E+05,1.16E+05,1.02E+05,1.11E+05,1.42E+04,1.00E+05,3.94E+04,6.05E+04,9.62E+02,4.42E+04,6.06E+04,9.84E+02,4.25E+04,6.06E+04,9.70E+02
932,6.009629702,1.350668639,0.052902584,1.284458755,9.234255746,1.255653739,10.03562164,3.17E+06,1.52E+05,5.50E+04,5.60E+04,5.55E+04,6.75E+03,5.51E+04,2.12E+04,5.46E+04,6.03E+02,2.06E+04,5.48E+04,6.04E+02,2.11E+04,5.47E+04,6.02E+02
933,12.11293067,1.683726863,0.165439429,2.270531008,10.17106488,1.268346429,11.8003273,1.50E+07,2.02E+05,9.46E+04,9.25E+04,9.76E+04,1.37E+04,8.93E+04,3.81E+04,6.00E+04,1.07E+03,3.92E+04,6.00E+04,1.09E+03,3.89E+04,6.01E+04,1.08E+03
934,8.93090002,1.513789556,0.225400547,2.280696936,12.70831412,1.284743905,13.56503296,8.84E+06,1.25E+05,6.60E+04,7.13E+04,7.57E+04,1.01E+04,6.94E+04,3.61E+04,5.92E+04,9.37E+02,3.27E+04,5.95E+04,9.54E+02,3.40E+04,5.96E+04,9.39E+02
935,17.2284372,2.670187017,0.087952539,3.423776725,6.777378512,1.31303525,-14.56645679,1.50E+07,2.68E+05,1.78E+05,1.32E+05,1.61E+05,1.87E+04,1.28E+05,6.62E+04,6.46E+04,9.81E+02,6.38E+04,6.51E+04,9.32E+02,7.01E+04,6.55E+04,8.99E+02
936,5.215245,0.839024025,-0.043476689,2.564023736,8.160866897,1.139534116,-12.80175018,1.92E+06,1.05E+05,2.70E+04,3.03E+04,3.00E+04,3.56E+03,2.98E+04,1.43E+04,5.35E+04,4.81E+02,1.38E+04,5.35E+04,4.78E+02,1.42E+04,5.34E+04,4.79E+02
937,11.24294274,1.666755125,0.124830159,3.591261753,8.911859007,1.166405082,-11.03704453,1.45E+07,1.76E+05,7.47E+04,8.49E+04,9.87E+04,1.16E+04,8.23E+04,3.78E+04,5.92E+04,1.15E+03,3.83E+04,5.88E+04,1.16E+03,3.41E+04,5.89E+04,1.13E+03
938,8.207812178,1.524845252,0.16096988,0.903156174,5.761140531,1.182478309,-9.272338867,6.43E+06,1.26E+05,5.15E+04,5.72E+04,6.54E+04,7.20E+03,5.58E+04,2.37E+04,5.63E+04,8.11E+02,3.03E+04,5.65E+04,8.08E+02,3.03E+04,5.62E+04,8.02E+02
939,15.49092537,1.995830467,0.235695311,2.251080003,7.108139276,1.195031881,-7.507633209,1.50E+07,1.88E+05,1.52E+05,9.51E+04,1.08E+05,1.43E+04,9.17E+04,5.27E+04,6.12E+04,8.97E+02,5.53E+04,6.13E+04,8.79E+02,5.14E+04,6.13E+04,9.22E+02
940,6.760534637,1.245929296,-0.079940318,1.788807425,8.548856236,1.205921292,-5.742926598,4.30E+06,1.33E+05,4.14E+04,4.30E+04,4.80E+04,5.70E+03,4.22E+04,1.83E+04,5.39E+04,6.74E+02,1.81E+04,5.39E+04,6.63E+02,1.82E+04,5.40E+04,6.67E+02
941,13.07347042,2.129909674,0.106561624,2.741909954,9.058767857,1.215966225,-3.97822094,1.50E+07,2.02E+05,1.07E+05,1.07E+05,1.22E+05,1.49E+04,1.05E+05,4.17E+04,6.13E+04,1.06E+03,4.12E+04,6.11E+04,1.05E+03,4.31E+04,6.12E+04,1.07E+03
942,9.669144395,1.445668622,0.121928687,2.710848268,10.16531807,1.225656033,-2.213515282,1.12E+07,1.14E+05,5.17E+04,6.81E+04,7.20E+04,9.15E+03,6.78E+04,2.44E+04,5.73E+04,1.09E+03,2.38E+04,5.75E+04,1.09E+03,2.51E+04,5.77E+04,1.10E+03
943,20.05587782,2.707272278,0.207873861,4.0792762,10.37169177,1.235370874,-0.448809624,1.50E+07,2.50E+05,1.46E+05,1.38E+05,1.44E+05,1.93E+04,1.33E+05,6.81E+04,6.57E+04,9.39E+02,6.78E+04,6.43E+04,9.37E+02,6.60E+04,6.56E+04,9.06E+02
944,4.792101334,1.521037388,0.3735001,3.08821778,13.13632959,1.245497823,1.315898895,1.63E+06,1.90E+05,5.33E+04,5.77E+04,6.45E+04,6.98E+03,5.67E+04,2.71E+04,5.50E+04,5.02E+02,2.68E+04,5.50E+04,5.08E+02,2.74E+04,5.51E+04,4.98E+02
945,10.83254884,1.33793228,0.036994511,1.266065337,10.22638073,1.25655365,3.080604553,1.41E+07,1.21E+05,7.04E+04,6.45E+04,6.96E+04,9.83E+03,6.16E+04,2.71E+04,5.77E+04,1.15E+03,2.25E+04,5.80E+04,1.15E+03,2.18E+04,5.77E+04,1.15E+03
946,7.848367316,1.277990955,0.054223383,1.580481439,5.81088992,1.269436717,4.845310211,6.24E+06,1.27E+05,5.91E+04,4.84E+04,5.20E+04,6.52E+03,4.74E+04,2.35E+04,5.62E+04,7.93E+02,2.25E+04,5.65E+04,7.94E+02,2.23E+04,5.62E+04,7.90E+02
947,14.79497206,2.181008091,0.162660388,2.637287627,6.758143595,1.286286473,6.610015869,1.50E+07,2.01E+05,1.13E+05,1.09E+05,1.09E+05,1.58E+04,1.05E+05,4.44E+04,6.13E+04,9.27E+02,4.42E+04,6.04E+04,9.40E+02,4.33E+04,6.11E+04,9.38E+02
948,6.389047513,0.99993992,0.195811972,2.112938497,7.923164601,1.316767335,8.374721527,3.89E+06,1.35E+05,3.98E+04,3.73E+04,4.45E+04,4.64E+03,3.62E+04,1.98E+04,5.57E+04,6.06E+02,1.88E+04,5.57E+04,6.06E+02,1.95E+04,5.57E+04,6.12E+02
949,12.57955541,1.83179418,0.29730304,3.04793516,8.475955558,1.142569184,10.13942719,1.49E+07,1.79E+05,8.42E+04,9.72E+04,9.95E+04,1.39E+04,9.36E+04,5.22E+04,6.06E+04,1.08E+03,5.25E+04,6.08E+04,1.07E+03,5.28E+04,6.04E+04,1.07E+03
950,9.297393201,1.67652354,-0.098138049,3.073936502,9.461420694,1.167854071,11.90413284,9.72E+06,1.33E+05,6.71E+04,7.56E+04,7.54E+04,9.61E+03,7.36E+04,2.92E+04,5.72E+04,1.02E+03,2.92E+04,5.67E+04,1.03E+03,2.90E+04,5.70E+04,1.03E+03
951,18.40950111,2.332368702,0.127753291,4.444528689,9.882268859,1.183533549,13.6688385,1.50E+07,2.08E+05,1.43E+05,1.20E+05,1.21E+05,1.64E+04,1.15E+05,4.66E+04,6.05E+04,8.74E+02,4.38E+04,6.21E+04,8.97E+02,4.83E+04,6.17E+04,9.28E+02
952,5.619530138,1.149243447,0.031399697,0.9443048,7.669666381,1.195914745,-14.4626503,2.39E+06,1.11E+05,3.74E+04,3.82E+04,4.22E+04,4.04E+03,3.74E+04,1.73E+04,5.40E+04,5.17E+02,1.73E+04,5.38E+04,5.18E+02,1.74E+04,5.40E+04,5.23E+02
953,11.66868552,2.045206912,0.156085337,2.008325223,8.677394515,1.206716537,-12.69794464,1.47E+07,2.46E+05,9.45E+04,9.77E+04,1.22E+05,1.36E+04,9.11E+04,4.50E+04,6.06E+04,1.20E+03,4.07E+04,6.01E+04,1.19E+03,4.01E+04,6.07E+04,1.21E+03
954,8.56818289,1.16051765,0.21125185,2.062972676,10.08892618,1.216719031,-10.93323803,7.62E+06,1.19E+05,4.65E+04,5.25E+04,5.93E+04,6.84E+03,5.14E+04,2.55E+04,5.63E+04,8.50E+02,2.47E+04,5.63E+04,8.71E+02,2.47E+04,5.62E+04,8.56E+02
955,16.28634203,2.186564574,0.065783579,3.153265936,10.71027783,1.226397872,-9.168532372,1.50E+07,2.05E+05,1.51E+05,1.05E+05,1.21E+05,1.48E+04,1.01E+05,5.00E+04,6.34E+04,8.95E+02,5.07E+04,6.30E+04,8.98E+02,5.08E+04,6.28E+04,9.01E+02
956,7.126344229,1.393810517,-0.002233293,2.549678137,14.60658573,1.236129761,-7.403826714,4.65E+06,1.62E+05,6.41E+04,5.86E+04,6.06E+04,6.68E+03,5.77E+04,2.34E+04,5.38E+04,6.91E+02,2.12E+04,5.40E+04,6.98E+02,2.16E+04,5.38E+04,7.03E+02
957,13.60105388,1.781225378,0.135700378,3.551486978,7.56014703,1.246307135,-5.639121056,1.50E+07,1.81E+05,9.75E+04,8.72E+04,9.74E+04,1.23E+04,8.43E+04,4.34E+04,5.98E+04,9.64E+02,4.43E+04,6.00E+04,9.74E+02,4.61E+04,5.99E+04,9.67E+02
958,10.04773327,1.58228221,0.158148354,3.776766812,8.914678185,1.257463932,-3.874415398,1.27E+07,1.49E+05,6.86E+04,8.36E+04,9.25E+04,1.26E+04,8.11E+04,3.11E+04,5.83E+04,1.17E+03,3.70E+04,5.82E+04,1.17E+03,3.08E+04,5.79E+04,1.17E+03
959,23.10838243,3.159875005,0.236577031,2.632390947,5.769299077,1.270548463,-2.10970974,1.50E+07,2.98E+05,2.51E+05,1.56E+05,1.71E+05,2.20E+04,1.51E+05,7.92E+04,6.43E+04,1.17E+03,8.08E+04,6.54E+04,1.14E+03,7.88E+04,6.49E+04,1.16E+03
960,4.226328041,0.858265294,-0.254520239,1.343782453,7.660812747,1.287889719,-0.345003128,1.21E+06,1.02E+05,2.62E+04,3.14E+04,3.20E+04,3.47E+03,3.18E+04,2.04E+04,5.37E+04,4.59E+02,2.08E+04,5.36E+04,4.48E+02,2.11E+04,5.37E+04,4.48E+02
961,10.33719539,1.669153084,0.068897064,2.286352351,8.246751591,1.321094394,1.419704437,1.40E+07,1.83E+05,8.24E+04,8.71E+04,9.75E+04,1.39E+04,8.42E+04,3.86E+04,5.82E+04,1.20E+03,3.79E+04,5.86E+04,1.19E+03,3.25E+04,5.86E+04,1.20E+03
962,7.39813715,1.677917886,0.09065614,2.303097188,9.25791616,1.145327806,3.184410095,5.10E+06,1.45E+05,5.64E+04,6.19E+04,6.14E+04,7.63E+03,6.05E+04,2.57E+04,5.51E+04,7.18E+02,2.53E+04,5.53E+04,7.22E+02,2.60E+04,5.50E+04,7.24E+02
963,14.02388835,1.767673833,0.183331632,3.284846993,9.681850054,1.169256568,4.949115753,1.50E+07,1.59E+05,1.05E+05,9.39E+04,9.47E+04,1.34E+04,9.00E+04,4.64E+04,5.98E+04,9.16E+02,4.56E+04,6.04E+04,9.23E+02,4.35E+04,5.99E+04,9.08E+02
964,5.913227813,1.108355847,0.292574487,2.870907225,11.25439594,1.18457067,6.713821411,2.55E+06,1.23E+05,3.74E+04,4.10E+04,4.44E+04,5.87E+03,4.03E+04,2.07E+04,5.47E+04,5.30E+02,2.34E+04,5.48E+04,5.27E+02,2.32E+04,5.46E+04,5.33E+02
965,11.99993755,1.933711614,0.043410108,4.094515159,12.01596095,1.196788669,8.478527069,1.49E+07,1.95E+05,9.06E+04,1.05E+05,1.05E+05,1.45E+04,1.03E+05,3.90E+04,6.01E+04,1.12E+03,3.95E+04,6.01E+04,1.13E+03,3.90E+04,6.01E+04,1.10E+03
966,8.839923336,1.304476652,0.059429427,1.399320859,9.664157574,1.207507133,10.24323273,7.96E+06,1.06E+05,5.18E+04,5.19E+04,5.59E+04,6.61E+03,5.07E+04,2.31E+04,5.63E+04,8.91E+02,2.29E+04,5.63E+04,8.94E+02,2.25E+04,5.62E+04,8.98E+02
967,16.97531018,2.331726264,0.168228503,2.645073499,12.89883929,1.21747005,12.00793839,1.50E+07,2.08E+05,1.39E+05,1.22E+05,1.27E+05,1.81E+04,1.17E+05,4.76E+04,6.17E+04,9.52E+02,4.77E+04,6.22E+04,9.88E+02,4.82E+04,6.09E+04,8.98E+02
968,5.111443702,1.307932374,0.186004395,1.807354012,5.246166591,1.22713995,13.77264404,1.84E+06,1.69E+05,4.42E+04,4.91E+04,5.22E+04,5.92E+03,4.82E+04,1.96E+04,5.51E+04,4.99E+02,2.02E+04,5.50E+04,4.89E+02,2.03E+04,5.50E+04,4.95E+02
969,11.13901524,1.60699962,0.269668626,2.724024742,6.990342208,1.23689127,-14.3588438,1.41E+07,1.43E+05,6.71E+04,8.29E+04,9.39E+04,1.08E+04,8.05E+04,4.56E+04,6.08E+04,1.12E+03,4.39E+04,6.09E+04,1.13E+03,4.29E+04,6.09E+04,1.13E+03
970,8.117919883,1.454403504,-0.012994843,2.745819773,8.066737446,1.247122049,-12.59413815,6.98E+06,1.40E+05,5.51E+04,6.08E+04,7.06E+04,7.61E+03,6.02E+04,2.64E+04,5.52E+04,8.83E+02,2.61E+04,5.51E+04,8.91E+02,2.53E+04,5.50E+04,8.80E+02
971,15.30892262,2.722543594,0.133434246,3.839477803,8.689013937,1.258385062,-10.82943153,1.50E+07,2.50E+05,1.48E+05,1.29E+05,1.40E+05,1.81E+04,1.25E+05,5.80E+04,6.44E+04,9.26E+02,5.88E+04,6.47E+04,9.48E+02,6.11E+04,6.44E+04,9.72E+02
972,6.668276142,0.768644878,0.112135308,3.863220761,10.458287,1.271683216,-9.064725876,3.95E+06,9.51E+04,3.61E+04,3.15E+04,3.70E+04,3.76E+03,3.11E+04,1.31E+04,5.40E+04,6.06E+02,1.27E+04,5.39E+04,6.07E+02,1.32E+04,5.40E+04,6.07E+02
973,12.94711509,1.80039557,0.198980274,1.859917369,7.049173892,1.289560437,-7.300020695,1.50E+07,1.99E+05,9.38E+04,9.11E+04,1.02E+05,1.31E+04,8.80E+04,4.18E+04,5.95E+04,1.01E+03,4.70E+04,5.97E+04,1.01E+03,4.17E+04,5.96E+04,1.01E+03
974,9.575630004,1.61185859,0.344949665,1.968327485,8.326472502,1.326289892,-5.53531456,1.18E+07,1.55E+05,7.07E+04,8.34E+04,9.24E+04,1.14E+04,8.07E+04,4.32E+04,6.06E+04,1.17E+03,4.16E+04,6.06E+04,1.13E+03,4.29E+04,6.06E+04,1.15E+03
975,19.57594253,2.354237229,0.081522196,3.304767878,8.698177895,1.147863269,-3.770607948,1.50E+07,2.14E+05,1.40E+05,1.17E+05,1.29E+05,1.59E+04,1.15E+05,4.71E+04,6.19E+04,8.31E+02,4.96E+04,6.24E+04,8.59E+02,4.92E+04,6.18E+04,8.49E+02
976,4.68265479,0.979973081,-0.106067053,2.118752699,10.6125214,1.170616508,-2.00590229,1.55E+06,9.23E+04,2.66E+04,3.02E+04,3.42E+04,3.48E+03,2.96E+04,1.48E+04,5.32E+04,4.71E+02,1.52E+04,5.31E+04,4.74E+02,1.66E+04,5.32E+04,4.73E+02
977,10.73203262,1.803926396,0.105718045,3.054840355,11.14404295,1.185590625,-0.241196632,1.38E+07,1.79E+05,6.84E+04,9.17E+04,9.90E+04,1.33E+04,8.87E+04,3.49E+04,5.90E+04,1.18E+03,3.84E+04,5.89E+04,1.17E+03,3.88E+04,5.90E+04,1.16E+03
978,7.758481382,1.193989298,0.136955237,3.186065467,12.91350453,1.197654009,1.523509979,5.81E+06,1.16E+05,4.43E+04,4.84E+04,5.38E+04,6.18E+03,4.71E+04,1.91E+04,5.59E+04,7.39E+02,1.95E+04,5.57E+04,7.47E+02,1.94E+04,5.57E+04,7.44E+02
979,14.63303031,2.087538611,0.214841593,4.963843315,7.91538974,1.208293438,3.288215637,1.50E+07,2.02E+05,1.15E+05,1.12E+05,1.11E+05,1.45E+04,1.08E+05,5.88E+04,6.20E+04,1.00E+03,4.83E+04,6.16E+04,9.48E+02,4.91E+04,6.19E+04,9.79E+02
980,6.295033849,1.438976303,-0.154196323,0.599012309,4.482003623,1.21821928,5.052923203,3.81E+06,1.70E+05,5.18E+04,5.60E+04,5.64E+04,6.54E+03,5.49E+04,2.91E+04,5.38E+04,6.30E+02,2.67E+04,5.39E+04,6.45E+02,2.83E+04,5.38E+04,6.39E+02
981,12.46055316,1.517376063,0.086138793,1.899660085,6.185307922,1.227882504,6.81762886,1.50E+07,1.65E+05,7.77E+04,7.84E+04,8.77E+04,1.10E+04,7.72E+04,3.30E+04,5.88E+04,9.87E+02,3.52E+04,5.92E+04,1.00E+03,3.45E+04,5.92E+04,1.00E+03
982,9.205336364,1.424131141,0.100670806,1.98947514,7.336214158,1.23765564,8.582334518,9.51E+06,1.37E+05,6.09E+04,7.06E+04,6.87E+04,8.82E+03,6.88E+04,2.37E+04,5.82E+04,9.86E+02,2.53E+04,5.80E+04,9.90E+02,2.44E+04,5.80E+04,9.80E+02
983,18.08346601,2.530627367,0.191932415,3.206851726,7.846923472,1.247942924,10.34704018,1.50E+07,2.31E+05,1.80E+05,1.37E+05,1.40E+05,1.98E+04,1.32E+05,5.24E+04,6.50E+04,9.00E+02,5.41E+04,6.49E+04,9.05E+02,5.17E+04,6.50E+04,9.25E+02
