id,U[m/s],SigmaU[m/s],Alpha,Hs[m],Tp[s],Density[kg/m3],Yaw[deg],Ch 8 Electrical power [W] Mean,Ch 17 Tower base moment Mx[kNm] SeqM3,Ch 18 Tower base moment My[kNm] SeqM3,Ch 19 Tower base moment Mz[kNm] SeqM3,Ch 23 Tower top moment Mx[kNm] SeqM3,Ch 24 Tower top moment My[kNm] SeqM3,Ch 25 Tower top moment Mz[kNm] SeqM3,Ch 27 Blade1 root moment Mx[kNm] SeqM10,Ch 28 Blade1 root moment My[kNm] SeqM10,Ch 29 Blade1 root moment Mz[kNm] SeqM10,Ch 30 Blade2 root moment Mx[kNm] SeqM10,Ch 31 Blade2 root moment My[kNm] SeqM10,Ch 32 Blade2 root moment Mz[kNm] SeqM10,Ch 33 Blade3 root moment Mx[kNm] SeqM10,Ch 34 Blade3 root moment My[kNm] SeqM10,Ch 35 Blade3 root moment Mz[kNm] SeqM10
2579,14.36418314,2.238571535,0.211636459,2.989892367,8.619552066,1.212760925,7.78241539,1.50E+07,2.19E+05,1.27E+05,1.12E+05,1.24E+05,1.60E+04,1.08E+05,5.46E+04,6.25E+04,9.76E+02,5.15E+04,6.27E+04,9.71E+02,5.96E+04,6.20E+04,9.91E+02
2580,6.132180506,1.058133215,-0.174958904,2.48329682,9.929712313,1.222521901,9.547121048,3.29E+06,1.29E+05,4.39E+04,3.97E+04,4.51E+04,5.04E+03,3.90E+04,1.96E+04,5.38E+04,5.71E+02,1.95E+04,5.37E+04,5.63E+02,1.90E+04,5.36E+04,5.71E+02
2581,12.25974876,1.870693488,0.081400965,3.460682484,10.39931458,1.232188463,11.31182671,1.50E+07,2.16E+05,1.01E+05,9.59E+04,1.01E+05,1.41E+04,9.26E+04,3.87E+04,5.95E+04,1.08E+03,3.69E+04,6.00E+04,1.09E+03,3.68E+04,5.97E+04,1.08E+03
2582,9.04781174,1.839972262,0.096190927,3.783596528,11.87547627,1.242134213,13.07653236,9.30E+06,1.50E+05,6.70E+04,9.11E+04,8.61E+04,1.12E+04,8.88E+04,2.92E+04,5.78E+04,1.05E+03,2.90E+04,5.76E+04,1.02E+03,2.86E+04,5.80E+04,1.03E+03
2583,17.57410677,2.136400464,0.188537918,2.179905817,8.347326083,1.252816081,14.84123802,1.50E+07,1.75E+05,1.29E+05,1.08E+05,1.07E+05,1.55E+04,1.04E+05,4.23E+04,6.01E+04,8.50E+02,4.24E+04,6.11E+04,8.52E+02,3.99E+04,6.14E+04,8.35E+02
2584,5.346541865,1.046652118,0.266082273,1.486436282,11.56220537,1.264962554,-13.29025078,2.12E+06,1.20E+05,3.26E+04,3.47E+04,4.82E+04,4.22E+03,3.41E+04,1.80E+04,5.45E+04,5.32E+02,1.77E+04,5.45E+04,5.29E+02,1.79E+04,5.46E+04,5.30E+02
2585,11.37750361,1.865961317,0.015940044,2.421753944,6.02278511,1.280118823,-11.52554417,1.46E+07,2.16E+05,9.76E+04,9.36E+04,1.02E+05,1.38E+04,9.07E+04,4.09E+04,5.87E+04,1.22E+03,3.90E+04,5.89E+04,1.23E+03,3.85E+04,5.90E+04,1.22E+03
2586,8.323074252,1.248349082,0.037286552,2.426302285,7.290766994,1.30349195,-9.760838509,7.99E+06,1.30E+05,5.17E+04,5.66E+04,6.47E+04,7.24E+03,5.52E+04,2.48E+04,5.54E+04,9.08E+02,2.59E+04,5.54E+04,9.02E+02,2.43E+04,5.53E+04,9.02E+02
2587,15.73314737,2.199285768,0.155348986,3.487069178,7.958402354,1.126669407,-7.996132374,1.50E+07,2.09E+05,1.23E+05,1.03E+05,1.19E+05,1.47E+04,9.92E+04,5.04E+04,6.20E+04,9.04E+02,5.12E+04,6.15E+04,9.06E+02,4.92E+04,6.19E+04,8.84E+02
2588,6.878228247,1.489831972,0.160153153,3.007985654,9.221210153,1.16135788,-6.231427193,3.97E+06,1.82E+05,6.02E+04,4.86E+04,6.46E+04,6.58E+03,4.75E+04,2.24E+04,5.56E+04,6.31E+02,2.26E+04,5.58E+04,6.22E+02,2.20E+04,5.57E+04,6.27E+02
2589,13.23843833,1.826714302,0.238438249,4.329352104,10.06644027,1.178937554,-4.466720581,1.50E+07,1.71E+05,8.70E+04,8.84E+04,9.47E+04,1.23E+04,8.56E+04,4.50E+04,6.03E+04,9.71E+02,4.65E+04,6.08E+04,9.68E+02,4.51E+04,6.04E+04,9.80E+02
2590,9.78958789,1.629711424,0.00479508,1.539828616,7.291969466,1.19211781,-2.702014923,1.14E+07,1.45E+05,6.07E+04,8.03E+04,8.33E+04,1.04E+04,7.63E+04,2.55E+04,5.74E+04,1.09E+03,2.55E+04,5.74E+04,1.09E+03,2.63E+04,5.74E+04,1.10E+03
2591,20.77697804,3.235008547,0.159818007,3.059755071,7.897999209,1.203322291,-0.937308311,1.50E+07,2.87E+05,1.92E+05,1.60E+05,1.72E+05,2.14E+04,1.55E+05,7.10E+04,6.71E+04,1.04E+03,6.99E+04,6.63E+04,1.10E+03,7.07E+04,6.62E+04,1.06E+03
2592,4.259517871,0.604402521,0.066229422,1.751624064,9.830541515,1.213523626,0.827397346,9.50E+05,7.17E+04,1.93E+04,2.27E+04,2.64E+04,2.64E+03,2.23E+04,1.01E+04,5.32E+04,3.91E+02,9.53E+03,5.32E+04,3.90E+02,9.78E+03,5.32E+04,3.89E+02
2593,10.36460668,1.532099036,0.181429186,2.676167728,10.32367449,1.223264098,2.592102051,1.28E+07,1.37E+05,6.32E+04,7.75E+04,8.52E+04,1.22E+04,7.51E+04,3.12E+04,5.86E+04,1.16E+03,3.26E+04,5.84E+04,1.15E+03,3.27E+04,5.86E+04,1.16E+03
2594,7.423535916,1.388373675,0.304036765,2.711216705,11.7471048,1.232938647,4.356807709,5.38E+06,1.64E+05,5.09E+04,5.35E+04,6.14E+04,6.56E+03,5.24E+04,3.35E+04,5.65E+04,7.55E+02,3.32E+04,5.62E+04,7.52E+02,3.23E+04,5.60E+04,7.54E+02
2595,14.06490403,1.783995934,0.080980295,3.763789706,12.74002219,1.242922783,6.121515274,1.50E+07,1.52E+05,8.95E+04,9.25E+04,9.29E+04,1.27E+04,8.93E+04,3.61E+04,5.91E+04,9.38E+02,3.55E+04,5.88E+04,9.22E+02,3.61E+04,5.90E+04,9.22E+02
2596,5.940410708,1.117609373,0.01970183,4.080891586,8.72812231,1.25368607,7.886220932,3.18E+06,1.62E+05,4.94E+04,4.94E+04,4.73E+04,6.97E+03,4.87E+04,1.77E+04,5.39E+04,5.68E+02,1.70E+04,5.38E+04,5.65E+02,1.84E+04,5.40E+04,5.65E+02
2597,12.03157897,1.946643833,0.148807597,0.882021842,4.046830344,1.265991688,9.65092659,1.49E+07,1.85E+05,1.14E+05,1.02E+05,1.07E+05,1.44E+04,9.80E+04,4.81E+04,6.02E+04,1.14E+03,4.09E+04,6.05E+04,1.12E+03,4.80E+04,6.01E+04,1.12E+03
2598,8.86548782,1.314980855,0.193157143,1.537445996,6.42751156,1.281501412,11.41563225,8.43E+06,1.21E+05,4.99E+04,5.84E+04,6.18E+04,7.77E+03,5.69E+04,2.86E+04,5.77E+04,9.56E+02,2.82E+04,5.79E+04,9.66E+02,2.71E+04,5.80E+04,9.60E+02
2599,17.04515539,2.345795624,0.289307764,2.751004598,7.181227543,1.306143284,13.18033791,1.50E+07,2.23E+05,1.70E+05,1.33E+05,1.27E+05,1.82E+04,1.29E+05,5.68E+04,6.30E+04,9.37E+02,6.05E+04,6.31E+04,8.92E+02,5.96E+04,6.29E+04,8.87E+02
2600,5.140761111,1.328319829,-0.300806029,1.890854752,8.54977812,1.131347775,14.94504356,1.98E+06,1.69E+05,4.36E+04,5.04E+04,4.93E+04,6.44E+03,4.95E+04,2.60E+04,5.47E+04,5.06E+02,2.61E+04,5.45E+04,5.03E+02,2.56E+04,5.44E+04,4.99E+02
2601,11.16814989,1.397427279,0.059156593,2.807890568,9.035348546,1.162990928,-14.94504356,1.43E+07,1.43E+05,6.35E+04,7.65E+04,8.66E+04,1.23E+04,7.43E+04,2.75E+04,5.68E+04,1.17E+03,2.71E+04,5.67E+04,1.17E+03,2.74E+04,5.67E+04,1.16E+03
2602,8.143197616,1.31570881,0.075917754,2.841482624,10.06701657,1.180059552,-13.18033791,6.32E+06,1.28E+05,4.98E+04,5.67E+04,6.51E+04,6.48E+03,5.57E+04,1.99E+04,5.57E+04,7.75E+02,2.03E+04,5.57E+04,7.85E+02,2.01E+04,5.56E+04,7.88E+02
2603,15.35952017,2.248481049,0.174564852,3.969958504,10.50719505,1.19303298,-11.41563225,1.50E+07,2.09E+05,1.11E+05,9.97E+04,1.19E+05,1.41E+04,9.60E+04,5.37E+04,6.22E+04,9.15E+02,5.47E+04,6.29E+04,9.17E+02,5.77E+04,6.26E+04,9.23E+02
2604,6.694261518,1.041149711,0.223793243,0.76003094,7.604277027,1.204134226,-9.65092659,3.81E+06,1.06E+05,3.90E+04,3.56E+04,4.25E+04,4.39E+03,3.50E+04,1.60E+04,5.40E+04,5.97E+02,1.63E+04,5.40E+04,5.98E+02,1.61E+04,5.39E+04,5.94E+02
2605,12.9824464,1.880835173,0.025769487,1.996844241,9.311794668,1.214283705,-7.886219978,1.50E+07,1.69E+05,1.22E+05,9.80E+04,1.10E+05,1.38E+04,9.37E+04,4.06E+04,5.94E+04,1.02E+03,3.69E+04,5.93E+04,1.04E+03,3.69E+04,5.94E+04,1.02E+03
2606,9.6018888,1.71965295,0.048260352,2.062142096,11.68998961,1.224006057,-6.121513367,1.09E+07,1.42E+05,6.13E+04,8.22E+04,9.44E+04,1.18E+04,7.89E+04,3.23E+04,5.72E+04,1.11E+03,3.26E+04,5.70E+04,1.11E+03,3.09E+04,5.68E+04,1.10E+03
2607,19.70498053,2.476226632,0.170915148,3.399933412,6.286695972,1.2336905,-4.356807709,1.50E+07,2.46E+05,1.84E+05,1.24E+05,1.33E+05,1.73E+04,1.20E+05,5.96E+04,6.34E+04,9.03E+02,6.21E+04,6.26E+04,8.78E+02,6.09E+04,6.37E+04,9.05E+02
2608,4.713603107,1.059454706,0.143693629,2.205379317,7.707019878,1.243715882,-2.592102051,1.51E+06,1.10E+05,3.50E+04,4.23E+04,4.45E+04,4.87E+03,4.17E+04,1.78E+04,5.46E+04,4.62E+02,1.76E+04,5.46E+04,4.64E+02,1.80E+04,5.46E+04,4.66E+02
2609,10.7602257,1.973093461,0.227210131,3.151954706,8.404549999,1.254564762,-0.827396393,1.40E+07,2.26E+05,8.16E+04,1.07E+05,1.09E+05,1.59E+04,1.03E+05,4.57E+04,6.26E+04,1.19E+03,5.67E+04,6.23E+04,1.19E+03,5.52E+04,6.25E+04,1.19E+03
2610,7.783766555,1.093912329,-0.06277811,3.339107741,9.529749442,1.267038584,0.937310219,6.67E+06,1.19E+05,4.30E+04,4.76E+04,5.11E+04,5.68E+03,4.65E+04,2.26E+04,5.43E+04,8.02E+02,2.23E+04,5.44E+04,8.03E+02,2.31E+04,5.41E+04,8.11E+02
2611,14.6781454,2.023678672,0.115250068,1.569722197,5.973991089,1.282928705,2.70201683,1.50E+07,1.69E+05,1.15E+05,9.65E+04,1.08E+05,1.38E+04,9.31E+04,4.49E+04,5.98E+04,9.02E+02,4.69E+04,5.99E+04,8.75E+02,4.17E+04,6.00E+04,8.93E+02
2612,6.321527391,1.317327639,0.079535361,1.424722883,7.967719639,1.3090446,4.466722488,3.70E+06,1.66E+05,4.76E+04,5.35E+04,6.05E+04,8.42E+03,5.25E+04,2.10E+04,5.42E+04,6.28E+02,2.21E+04,5.39E+04,6.42E+02,2.28E+04,5.41E+04,6.32E+02
2613,12.49385696,1.673801412,0.179282412,2.398848397,8.605537951,1.135326147,6.231428146,1.47E+07,1.58E+05,8.48E+04,7.97E+04,8.43E+04,1.17E+04,7.72E+04,3.47E+04,5.88E+04,1.06E+03,3.48E+04,5.88E+04,1.07E+03,3.41E+04,5.89E+04,1.05E+03
2614,9.231195364,1.502432823,0.255047924,2.391532156,9.73295589,1.164560437,7.996133804,9.15E+06,1.42E+05,5.94E+04,6.89E+04,7.16E+04,9.96E+03,6.73E+04,3.50E+04,5.82E+04,9.48E+02,3.50E+04,5.83E+04,9.31E+02,3.53E+04,5.82E+04,9.46E+02
2615,18.17270097,2.653962566,0.11092912,3.599308876,10.04875495,1.181159377,9.760839462,1.50E+07,2.31E+05,1.88E+05,1.33E+05,1.32E+05,2.02E+04,1.27E+05,5.08E+04,6.23E+04,9.62E+02,5.28E+04,6.27E+04,9.49E+02,5.36E+04,6.28E+04,9.29E+02
2616,5.548047466,1.004734502,-0.005074871,2.699626828,12.34766704,1.19393754,11.52554512,2.31E+06,1.04E+05,3.51E+04,3.71E+04,3.89E+04,4.76E+03,3.64E+04,1.67E+04,5.39E+04,5.20E+02,1.58E+04,5.41E+04,5.20E+02,1.53E+04,5.39E+04,5.20E+02
2617,11.59092169,1.808850181,0.139176239,3.784770923,13.73016688,1.204940557,13.29025078,1.42E+07,1.63E+05,7.07E+04,8.67E+04,8.77E+04,1.26E+04,8.33E+04,3.79E+04,6.00E+04,1.15E+03,3.64E+04,6.02E+04,1.16E+03,3.51E+04,5.99E+04,1.15E+03
2618,8.503296844,1.836543717,0.18089905,1.167626171,4.904823405,1.215041399,-14.84123707,7.80E+06,1.60E+05,6.13E+04,8.00E+04,9.62E+04,9.90E+03,7.83E+04,2.97E+04,5.75E+04,9.56E+02,3.00E+04,5.74E+04,9.71E+02,3.06E+04,5.68E+04,9.43E+02
2619,16.13434848,1.858128951,0.260695898,2.433226538,6.18026196,1.224747658,-13.07653141,1.50E+07,1.74E+05,1.10E+05,8.19E+04,1.05E+05,1.20E+04,7.92E+04,5.76E+04,6.10E+04,8.42E+02,5.98E+04,6.15E+04,8.28E+02,5.79E+04,6.13E+04,8.39E+02
2620,7.060942016,1.189174713,-0.03862559,1.903976582,7.432548738,1.234444499,-11.31182575,4.87E+06,1.33E+05,4.98E+04,4.97E+04,5.25E+04,5.41E+03,4.88E+04,1.94E+04,5.41E+04,6.80E+02,1.99E+04,5.41E+04,6.75E+02,3.04E+04,5.39E+04,6.72E+02
2621,13.50342564,2.038263397,0.121006307,2.865618142,8.020226176,1.24451375,-9.547119141,1.50E+07,2.04E+05,1.36E+05,9.37E+04,1.18E+05,1.41E+04,9.03E+04,4.52E+04,6.08E+04,9.70E+02,4.72E+04,6.06E+04,9.92E+02,4.77E+04,6.09E+04,9.70E+02
2622,9.979127515,1.366582803,0.138092038,2.825900285,8.967043101,1.255452752,-7.78241396,1.26E+07,1.36E+05,5.27E+04,7.24E+04,8.50E+04,1.08E+04,7.02E+04,3.21E+04,5.73E+04,1.13E+03,3.26E+04,5.72E+04,1.14E+03,3.34E+04,5.72E+04,1.14E+03
2623,22.31712951,2.852289499,0.221918158,4.398672677,9.148601144,1.268104196,-6.017707825,1.50E+07,2.84E+05,2.32E+05,1.48E+05,1.66E+05,1.96E+04,1.43E+05,7.94E+04,6.76E+04,1.09E+03,8.55E+04,6.58E+04,1.06E+03,8.60E+04,6.70E+04,1.08E+03
2624,4.140641963,1.121747784,0.634018422,3.245330627,11.38633824,1.284404755,-4.253002167,1.00E+06,1.37E+05,4.05E+04,4.16E+04,4.66E+04,4.92E+03,4.09E+04,2.46E+04,5.41E+04,4.68E+02,2.45E+04,5.42E+04,4.70E+02,2.29E+04,5.43E+04,4.69E+02
2625,10.2673641,1.469523195,-0.151974453,1.423550159,7.813999708,1.312260151,-2.488296509,1.43E+07,1.57E+05,7.07E+04,8.03E+04,9.25E+04,1.13E+04,7.75E+04,3.74E+04,5.63E+04,1.20E+03,3.78E+04,5.63E+04,1.22E+03,3.90E+04,5.63E+04,1.20E+03
2626,7.333172831,1.325791544,-0.026040307,1.633880001,9.562718183,1.138806462,-0.723589897,4.87E+06,1.16E+05,6.20E+04,4.52E+04,5.10E+04,7.39E+03,4.43E+04,2.11E+04,5.43E+04,6.80E+02,2.36E+04,5.42E+04,6.77E+02,2.49E+04,5.41E+04,6.81E+02
2627,13.92019162,2.264241994,0.126069006,2.636838121,10.34448713,1.166072488,1.041116714,1.50E+07,2.05E+05,1.30E+05,1.12E+05,1.22E+05,1.55E+04,1.09E+05,4.46E+04,6.02E+04,9.89E+02,4.40E+04,6.03E+04,9.78E+02,4.49E+04,6.06E+04,9.84E+02
2628,5.843501554,0.866009383,0.111981354,2.138242016,13.51771321,1.18223846,2.805822372,2.57E+06,9.96E+04,3.09E+04,3.24E+04,3.54E+04,3.75E+03,3.19E+04,1.33E+04,5.44E+04,5.30E+02,1.30E+04,5.42E+04,5.24E+02,1.37E+04,5.42E+04,5.26E+02
2629,11.91954715,1.720658059,0.201555138,3.066571018,7.103758444,1.194832087,4.57052803,1.50E+07,2.00E+05,1.08E+05,9.46E+04,9.79E+04,1.40E+04,9.15E+04,4.35E+04,6.04E+04,1.12E+03,4.27E+04,6.04E+04,1.13E+03,4.04E+04,6.07E+04,1.12E+03
2630,8.774666681,1.561158129,-0.092689337,3.132444327,8.293633601,1.205741763,6.335235596,8.36E+06,1.50E+05,5.30E+04,7.08E+04,7.73E+04,9.32E+03,6.91E+04,2.75E+04,5.63E+04,9.50E+02,3.14E+04,5.61E+04,9.62E+02,2.45E+04,5.60E+04,9.64E+02
2631,16.8012873,2.109351137,0.118799096,4.503756539,9.107922748,1.215796709,8.099941254,1.50E+07,1.84E+05,1.16E+05,1.03E+05,1.08E+05,1.42E+04,9.92E+04,4.03E+04,5.93E+04,8.38E+02,4.28E+04,5.96E+04,8.46E+02,4.36E+04,5.87E+04,8.43E+02
2632,5.03606543,1.044847739,0.025734521,1.046739933,6.87088934,1.225489259,9.864646912,1.73E+06,1.07E+05,3.27E+04,3.23E+04,3.79E+04,3.84E+03,3.16E+04,1.43E+04,5.35E+04,4.86E+02,1.45E+04,5.37E+04,4.88E+02,1.45E+04,5.37E+04,4.87E+02
2633,11.0648832,1.884325295,0.1566251,2.052431727,7.682026659,1.235200524,11.62935257,1.44E+07,1.95E+05,8.23E+04,9.34E+04,1.00E+05,1.37E+04,9.00E+04,4.73E+04,6.14E+04,1.19E+03,4.63E+04,6.15E+04,1.17E+03,4.68E+04,6.15E+04,1.20E+03
2634,8.053333225,1.256568038,0.220538128,2.09472545,8.75327983,1.245316505,13.39405823,6.69E+06,1.13E+05,5.75E+04,5.71E+04,6.05E+04,7.03E+03,5.59E+04,2.67E+04,5.71E+04,8.59E+02,2.92E+04,5.66E+04,8.33E+02,2.83E+04,5.70E+04,8.49E+02
2635,15.18161326,2.174646881,0.060075662,3.122286772,9.184933759,1.256350398,-14.73743153,1.50E+07,2.23E+05,1.44E+05,1.05E+05,1.27E+05,1.50E+04,1.02E+05,4.87E+04,6.16E+04,1.01E+03,4.85E+04,6.15E+04,9.70E+02,4.95E+04,6.17E+04,9.93E+02
2636,6.601728998,1.566643074,-0.008908255,2.586506348,10.66831642,1.269189715,-12.97272491,4.08E+06,1.53E+05,5.25E+04,5.16E+04,5.53E+04,5.99E+03,5.07E+04,2.08E+04,5.46E+04,7.13E+02,2.21E+04,5.43E+04,7.08E+02,2.14E+04,5.47E+04,7.09E+02
2637,12.85752809,1.634868735,0.133407154,3.590180091,11.19159248,1.285934567,-11.20801926,1.50E+07,1.70E+05,8.63E+04,8.30E+04,9.52E+04,1.13E+04,8.03E+04,3.71E+04,5.98E+04,1.00E+03,3.80E+04,5.99E+04,9.88E+02,3.74E+04,6.00E+04,9.97E+02
2638,9.508664545,1.484005261,0.160229074,4.041628905,13.1345895,1.315883398,-9.443313599,1.14E+07,1.54E+05,5.98E+04,7.91E+04,9.00E+04,1.05E+04,7.67E+04,3.37E+04,5.86E+04,1.14E+03,3.11E+04,5.86E+04,1.15E+03,3.46E+04,5.86E+04,1.14E+03
2639,19.26431234,2.690780748,0.234073077,2.445679246,10.39468324,1.141913056,-7.678607941,1.50E+07,2.33E+05,1.77E+05,1.26E+05,1.46E+05,1.82E+04,1.23E+05,6.92E+04,6.31E+04,9.16E+02,7.05E+04,6.22E+04,9.33E+02,6.90E+04,6.27E+04,9.05E+02
2640,4.602946466,0.852857349,-0.205817335,1.47111296,6.232324888,1.167532444,-5.913900375,1.40E+06,1.04E+05,2.76E+04,3.07E+04,3.55E+04,3.30E+03,3.04E+04,1.74E+04,5.34E+04,4.40E+02,1.76E+04,5.32E+04,4.41E+02,1.76E+04,5.34E+04,4.37E+02
2641,10.66025736,1.659718287,0.077134914,2.401720739,7.123126686,1.183297992,-4.149194717,1.39E+07,1.77E+05,7.04E+04,9.02E+04,9.47E+04,1.28E+04,8.75E+04,3.32E+04,5.78E+04,1.17E+03,3.64E+04,5.80E+04,1.18E+03,3.68E+04,5.79E+04,1.17E+03
2642,7.693842665,1.566154879,0.099015316,2.413908326,8.105558673,1.195716977,-2.384489059,5.78E+06,1.83E+05,6.64E+04,7.23E+04,7.51E+04,8.64E+03,7.12E+04,2.61E+04,5.66E+04,7.76E+02,2.51E+04,5.66E+04,7.76E+02,2.61E+04,5.71E+04,7.71E+02
2643,14.51920085,1.95734934,0.188175082,3.421368801,8.62903887,1.206538081,-0.619783401,1.50E+07,1.79E+05,1.11E+05,8.91E+04,9.97E+04,1.31E+04,8.59E+04,4.56E+04,6.05E+04,9.45E+02,4.61E+04,6.04E+04,8.83E+02,4.57E+04,6.03E+04,9.04E+02
2644,6.22713502,1.247334323,0.301735893,3.029510078,9.965801494,1.216549993,1.144922256,3.38E+06,1.61E+05,5.33E+04,5.12E+04,5.64E+04,6.52E+03,5.03E+04,2.73E+04,5.52E+04,5.92E+02,2.76E+04,5.50E+04,5.99E+02,2.67E+04,5.50E+04,5.92E+02
2645,12.37602368,2.296041765,0.053984244,4.642765482,11.06393744,1.226231098,2.909627914,1.49E+07,2.20E+05,1.32E+05,1.15E+05,1.29E+05,1.69E+04,1.11E+05,4.33E+04,6.16E+04,1.10E+03,3.97E+04,6.22E+04,1.14E+03,4.00E+04,6.25E+04,1.13E+03
2646,9.139359815,1.165676503,0.068327665,0.736689683,6.02303921,1.235958934,4.674333572,9.60E+06,8.98E+04,4.61E+04,4.84E+04,5.24E+04,6.59E+03,4.68E+04,1.98E+04,5.59E+04,9.99E+02,1.97E+04,5.63E+04,9.92E+02,2.02E+04,5.64E+04,9.95E+02
2647,17.86333848,2.334737911,0.174542382,2.404381415,7.964186721,1.246124625,6.43903923,1.50E+07,2.05E+05,1.53E+05,1.19E+05,1.23E+05,1.65E+04,1.15E+05,5.09E+04,6.05E+04,8.54E+02,4.65E+04,6.09E+04,8.46E+02,5.08E+04,6.06E+04,8.58E+02
2648,5.44779182,1.192893685,0.192534014,1.609345304,10.15900016,1.257258296,8.203744888,2.10E+06,1.50E+05,4.74E+04,5.43E+04,5.38E+04,6.47E+03,5.35E+04,2.20E+04,5.42E+04,5.36E+02,2.05E+04,5.42E+04,5.35E+02,2.04E+04,5.42E+04,5.34E+02
2649,11.48368071,1.533573544,0.282251003,2.535800831,10.96616622,1.270296454,9.968450546,1.49E+07,1.69E+05,7.80E+04,8.19E+04,8.72E+04,1.19E+04,7.89E+04,4.37E+04,6.11E+04,1.14E+03,4.17E+04,6.11E+04,1.13E+03,4.41E+04,6.10E+04,1.14E+03
2650,8.413131426,1.391808096,-0.173310319,2.537681977,14.43892056,1.287523627,11.7331562,8.63E+06,1.30E+05,5.62E+04,6.88E+04,6.62E+04,8.70E+03,6.72E+04,2.87E+04,5.51E+04,9.46E+02,2.85E+04,5.54E+04,9.63E+02,2.83E+04,5.49E+04,9.57E+02
2651,15.92997311,2.375611881,0.105170366,3.61797782,7.336170249,1.320058107,13.49786377,1.50E+07,1.94E+05,1.25E+05,1.18E+05,1.18E+05,1.65E+04,1.14E+05,4.47E+04,6.12E+04,9.26E+02,4.50E+04,6.08E+04,9.40E+02,4.91E+04,6.05E+04,9.43E+02
2652,6.969726725,1.129174213,0.050535775,3.189391264,8.732400851,1.144728661,-14.63362503,4.24E+06,1.06E+05,4.59E+04,4.22E+04,4.48E+04,5.02E+03,4.14E+04,1.48E+04,5.42E+04,5.93E+02,1.46E+04,5.42E+04,5.98E+02,1.49E+04,5.43E+04,5.97E+02
2653,13.36974389,1.970748456,0.161246989,1.306297847,5.214828244,1.168945074,-12.86891937,1.50E+07,1.81E+05,7.97E+04,8.98E+04,1.08E+05,1.31E+04,8.71E+04,4.66E+04,6.08E+04,1.04E+03,4.29E+04,6.09E+04,1.01E+03,4.23E+04,6.07E+04,1.02E+03
2654,9.884114342,1.860453957,0.202749233,1.710131358,7.065155949,1.184339046,-11.10421371,1.05E+07,1.66E+05,7.76E+04,8.82E+04,9.83E+04,1.26E+04,8.57E+04,3.57E+04,5.92E+04,1.08E+03,3.36E+04,5.95E+04,1.08E+03,4.12E+04,5.94E+04,1.08E+03
2655,21.46133878,2.506755652,0.105582458,3.250378628,7.591087487,1.196592927,-9.339507103,1.50E+07,2.39E+05,2.37E+05,1.17E+05,1.37E+05,1.74E+04,1.13E+05,6.58E+04,6.31E+04,9.09E+02,6.60E+04,6.28E+04,8.85E+02,6.57E+04,6.27E+04,9.09E+02
2656,4.376067145,0.927852357,-0.111598024,1.863947442,9.286203465,1.20732975,-7.574801445,1.11E+06,1.18E+05,3.16E+04,3.93E+04,4.06E+04,4.29E+03,3.88E+04,1.69E+04,5.34E+04,4.44E+02,1.70E+04,5.34E+04,4.44E+02,1.67E+04,5.34E+04,4.43E+02
2657,10.46248157,1.747392353,0.106807828,2.788643945,9.73576767,1.217301369,-5.810094833,1.32E+07,1.77E+05,6.71E+04,8.61E+04,9.68E+04,1.24E+04,8.36E+04,3.69E+04,5.97E+04,1.12E+03,3.89E+04,5.96E+04,1.10E+03,4.06E+04,5.97E+04,1.10E+03
2658,7.513752063,1.143196576,0.141071062,2.841555341,10.89820645,1.226973057,-4.045389175,5.54E+06,1.08E+05,5.50E+04,4.60E+04,5.20E+04,5.14E+03,4.52E+04,1.82E+04,5.59E+04,7.11E+02,1.89E+04,5.61E+04,7.24E+02,1.85E+04,5.60E+04,7.30E+02
2659,14.21283005,2.022712487,0.218753228,3.951662475,11.45590055,1.236719847,-2.280683517,1.50E+07,1.95E+05,1.02E+05,1.03E+05,1.08E+05,1.47E+04,9.98E+04,5.43E+04,6.31E+04,9.42E+02,5.56E+04,6.26E+04,9.50E+02,5.14E+04,6.24E+04,9.87E+02
2660,6.036621199,1.366172244,-0.150998817,0.869034317,9.289421331,1.246938348,-0.515977859,3.33E+06,1.52E+05,4.59E+04,5.21E+04,5.65E+04,5.98E+03,5.12E+04,2.90E+04,5.38E+04,6.17E+02,2.79E+04,5.39E+04,6.08E+02,3.05E+04,5.40E+04,6.10E+02
2661,12.14495735,1.69429879,0.086374985,1.991129303,14.55552042,1.258177042,1.248729706,1.50E+07,1.79E+05,1.14E+05,9.17E+04,9.99E+04,1.32E+04,8.86E+04,3.99E+04,5.98E+04,1.08E+03,3.68E+04,5.99E+04,1.08E+03,3.42E+04,5.99E+04,1.07E+03
2662,8.956528925,1.523602961,0.102377085,2.052990675,4.02139666,1.271425962,3.013435364,9.52E+06,1.37E+05,6.40E+04,6.86E+04,8.12E+04,9.45E+03,6.67E+04,2.65E+04,5.84E+04,1.02E+03,3.60E+04,5.83E+04,1.02E+03,3.39E+04,5.82E+04,1.02E+03
2663,17.30214013,2.709066342,0.191675647,3.209504452,6.659685946,1.289178491,4.778141022,1.50E+07,2.52E+05,1.74E+05,1.31E+05,1.43E+05,1.78E+04,1.27E+05,6.16E+04,6.40E+04,8.98E+02,6.00E+04,6.49E+04,9.22E+02,6.44E+04,6.45E+04,9.28E+02
